Ankray,Orday,Artpay ofay eechspay,Equencyfray,Ispersionday
1622,edictpray,vay,22942,0.94
1623,eatheray,nay,22586,0.95
1624,esidentialpray,jay,24057,0.89
1625,emotionalay,jay,22773,0.94
1626,ommitmentcay,nay,23152,0.93
1627,Upremesay,jay,23904,0.90
1628,earbay,vay,22190,0.97
1629,ocketpay,nay,23580,0.91
1630,inthay,jay,23194,0.92
1631,emperaturetay,nay,23111,0.93
1632,urprisesay,nay,22275,0.96
1633,ollpay,nay,24009,0.89
1634,oposalpray,nay,22830,0.94
1635,onsequencecay,nay,23307,0.92
1636,alfhay,nay,22029,0.97
1637,eathbray,nay,24668,0.87
1638,ightsay,nay,22878,0.93
1639,overcay,nay,22301,0.96
1640,alancebay,nay,22243,0.96
1641,adoptay,vay,22880,0.93
1642,inoritymay,nay,23167,0.92
1643,aightstray,ray,22929,0.93
1644,attemptay,vay,22758,0.93
1645,onnectcay,vay,22100,0.96
1646,orksay,nay,22722,0.93
1647,eachingtay,nay,24387,0.87
1648,elongbay,vay,21856,0.97
1649,aiday,nay,22642,0.93
1650,adviceay,nay,21970,0.96
1651,okayay,ray,24243,0.87
1652,otographphay,nay,22016,0.96
1653,emptyay,jay,23365,0.90
1654,egionalray,jay,23182,0.91
1655,ailtray,nay,23030,0.91
1656,ovelnay,nay,22392,0.94
1657,odecay,nay,22015,0.95
1658,omehowsay,ray,22267,0.94
1659,organizeay,vay,22389,0.94
1660,uryjay,nay,24072,0.87
1661,eastbray,nay,22362,0.94
1662,Iraqiay,jay,25446,0.82
1663,umanhay,nay,22022,0.95
1664,acknowledgeay,vay,21983,0.95
1665,emethay,nay,22494,0.93
1666,ormstay,nay,22562,0.93
1667,unionay,nay,22380,0.93
1668,ecordray,vay,21939,0.95
1669,eskday,nay,23455,0.89
1670,earfay,vay,21333,0.98
1671,anksthay,nay,23061,0.90
1672,uitfray,nay,22401,0.93
1673,underay,ray,21521,0.97
1674,expensiveay,jay,21706,0.96
1675,ellowyay,jay,22452,0.93
1676,onclusioncay,nay,23034,0.90
1677,imepray,jay,22075,0.94
1678,adowshay,nay,22803,0.91
1679,ugglestray,vay,21370,0.97
1680,oncludecay,vay,22247,0.93
1681,analystay,nay,22662,0.91
1682,anceday,nay,21799,0.95
1683,imitlay,nay,21714,0.95
1684,ikelay,jay,21723,0.95
1685,egulationray,nay,22479,0.92
1686,eingbay,nay,21695,0.95
1687,astlay,vay,21219,0.97
1688,ingray,nay,21873,0.94
1689,argelylay,ray,22097,0.93
1690,iftshay,vay,21323,0.96
1691,evenueray,nay,22445,0.92
1692,arkmay,vay,21236,0.97
1693,ocatelay,vay,21843,0.94
1694,ountycay,nay,22675,0.90
1695,appearanceay,nay,21146,0.97
1696,ackagepay,nay,21665,0.95
1697,ifficultyday,nay,22288,0.92
1698,idgebray,nay,21497,0.95
1699,ecommendray,vay,21707,0.94
1700,obviousay,jay,21052,0.97
1701,aintray,nay,21766,0.94
1702,asicallybay,ray,23265,0.88
1703,eay-ailmay,nay,22467,0.91
1704,enerategay,vay,22213,0.92
1705,anymoreay,ray,21771,0.94
1706,oposepray,vay,21691,0.94
1707,inkingthay,nay,21663,0.94
1708,ossiblypay,ray,20953,0.97
1709,endtray,nay,21894,0.93
1710,isitorvay,nay,21490,0.95
1711,oanlay,nay,22324,0.91
1712,urrentlycay,ray,21636,0.94
1713,omfortablecay,jay,21101,0.96
1714,investoray,nay,22410,0.91
1715,utbay,iay,20961,0.97
1716,ofitpray,nay,21754,0.93
1717,angryay,jay,21485,0.94
1718,ewcray,nay,21238,0.95
1719,eepday,ray,21413,0.95
1720,accidentay,nay,20964,0.97
1721,alemay,nay,22398,0.90
1722,ealmay,nay,21556,0.94
1723,earinghay,nay,21560,0.94
1724,affictray,nay,21296,0.95
1725,usclemay,nay,21931,0.92
1726,otionnay,nay,21801,0.93
1727,apturecay,vay,21018,0.96
1728,eferpray,vay,20946,0.96
1729,ulytray,ray,20576,0.98
1730,earthay,nay,21350,0.94
1731,Apanesejay,jay,21800,0.92
1732,estchay,nay,22508,0.89
1733,earchsay,vay,20943,0.96
1734,ickthay,jay,21932,0.92
1735,ashcay,nay,21343,0.94
1736,useummay,nay,21715,0.93
1737,eautybay,nay,21060,0.95
1738,emergencyay,nay,20796,0.96
1739,uniqueay,jay,21436,0.93
1740,eaturefay,vay,21678,0.92
1741,internalay,jay,22025,0.91
1742,ethnicay,jay,22632,0.88
1743,inklay,vay,21335,0.94
1744,essstray,nay,21813,0.92
1745,ontentcay,nay,21821,0.91
1746,electsay,vay,21617,0.92
1747,ootray,nay,20774,0.96
1748,osenay,nay,21938,0.91
1749,eclareday,vay,20550,0.97
1750,outsideay,ray,21556,0.92
1751,appreciateay,vay,20806,0.95
1752,actualay,jay,21321,0.93
1753,ottlebay,nay,21569,0.92
1754,ardlyhay,ray,20757,0.95
1755,ettingsay,nay,22004,0.90
1756,aunchlay,vay,20767,0.95
1757,essdray,nay,21362,0.92
1758,ilefay,nay,20832,0.95
1759,icksay,jay,20906,0.94
1760,outcomeay,nay,22721,0.87
1761,aday,nay,21064,0.93
1762,efendday,vay,20510,0.96
1763,attermay,vay,20534,0.96
1764,udgejay,vay,20320,0.97
1765,utyday,nay,20204,0.97
1766,eetshay,nay,20787,0.94
1767,oughtay,vay,21552,0.91
1768,ensureay,vay,21341,0.92
1769,Atholiccay,jay,20866,0.94
1770,extremelyay,ray,20310,0.96
1771,extentay,nay,21727,0.90
1772,omponentcay,nay,22085,0.88
1773,ixmay,vay,20642,0.95
1774,onglay-ermtay,jay,20841,0.94
1775,owslay,jay,20404,0.96
1776,ontrastcay,nay,21581,0.91
1777,onezay,nay,20472,0.95
1778,akeay,vay,21330,0.91
1779,allengechay,vay,20510,0.95
1780,airportay,nay,20897,0.93
1781,iefchay,nay,20453,0.95
1782,ownbray,jay,21175,0.92
1783,andardstay,jay,20917,0.93
1784,irtshay,nay,21486,0.90
1785,ilotpay,nay,20192,0.96
1786,arnay,vay,19996,0.97
1787,ultimatelyay,ray,20387,0.95
1788,atcay,nay,21135,0.92
1789,ontributioncay,nay,20912,0.92
1790,apacitycay,nay,21102,0.92
1791,ourselvesay,pay,19926,0.97
1792,estateay,nay,20673,0.93
1793,uidegay,nay,20646,0.93
1794,ircumstancecay,nay,20310,0.95
1795,owsnay,nay,21011,0.92
1796,Englishay,jay,20235,0.95
1797,oliticianpay,nay,20360,0.95
1798,ealstay,vay,20296,0.95
1799,ursuepay,vay,20136,0.96
1800,ipslay,vay,21233,0.91
1801,ercentagepay,nay,20774,0.92
1802,eatmay,nay,20271,0.95
1803,unnyfay,jay,20399,0.94
1804,eithernay,ray,20100,0.95
1805,oilsay,nay,20916,0.91
1806,influenceay,vay,21448,0.89
1807,urgerysay,nay,20118,0.95
1808,orrectcay,jay,20613,0.93
1809,Ewishjay,jay,20196,0.94
1810,ameblay,vay,19798,0.96
1811,estimateay,vay,20474,0.93
1812,ueday,iay,21141,0.90
1813,asketballbay,nay,20955,0.91
1814,atelay,ray,19727,0.96
1815,olfgay,nay,20979,0.91
1816,investigateay,vay,20117,0.94
1817,azycray,jay,20345,0.93
1818,ignificantlysay,ray,22038,0.86
1819,ainchay,nay,19688,0.96
1820,addressay,nay,19564,0.97
1821,anchbray,nay,19633,0.96
1822,ombinationcay,nay,20026,0.94
1823,ustjay,jay,20096,0.94
1824,equentlyfray,ray,20508,0.92
1825,overnorgay,nay,20802,0.91
1826,eliefray,nay,19493,0.97
1827,useray,nay,20681,0.91
1828,adday,nay,20164,0.94
1829,ickkay,vay,20092,0.94
1830,artpay,ray,19900,0.95
1831,annermay,nay,20012,0.94
1832,ancientay,jay,19818,0.95
1833,ilencesay,nay,21169,0.89
1834,atingray,nay,20413,0.92
1835,oldengay,jay,19852,0.95
1836,otionmay,nay,19649,0.95
1837,Ermangay,jay,20096,0.93
1838,endergay,nay,22190,0.85
1839,olvesay,vay,19501,0.96
1840,eefay,nay,20263,0.93
1841,andscapelay,nay,20171,0.93
1842,useday,jay,19130,0.98
1843,owlbay,nay,20662,0.91
1844,equalay,jay,19952,0.94
1845,onglay,cay,19227,0.97
1846,officialay,jay,19628,0.95
1847,orthfay,ray,19531,0.96
1848,amefray,nay,20016,0.93
1849,ypicaltay,jay,19724,0.95
1850,exceptay,iay,19594,0.95
1851,onservativecay,jay,19778,0.94
1852,eliminateay,vay,19773,0.94
1853,osthay,nay,19389,0.96
1854,allhay,nay,20236,0.92
1855,usttray,vay,19482,0.95
1856,oceanay,nay,19421,0.96
1857,orescay,vay,20391,0.91
1858,owray,nay,19519,0.95
1859,oducerpray,nay,19679,0.94
1860,afforday,vay,19035,0.97
1861,eanwhilemay,ray,19504,0.95
1862,egimeray,nay,21101,0.88
1863,ivisionday,nay,19772,0.94
1864,onfirmcay,vay,19327,0.96
1865,ixfay,vay,19349,0.96
1866,appealay,nay,19561,0.95
1867,irrormay,nay,20081,0.92
1868,oothtay,nay,20515,0.90
1869,artsmay,jay,19370,0.95
1870,engthlay,nay,19624,0.94
1871,entirelyay,ray,19075,0.97
1872,elyray,vay,19614,0.94
1873,opictay,nay,20640,0.89
1874,omplaincay,vay,19102,0.97
1875,issueay,vay,19300,0.95
1876,ariablevay,nay,22868,0.81
1877,ackbay,vay,19213,0.96
1878,angeray,vay,20067,0.92
1879,elephonetay,nay,19311,0.95
1880,erceptionpay,nay,21086,0.87
1881,attractay,vay,19197,0.96
1882,onfidencecay,nay,18955,0.97
1883,edroombay,nay,20387,0.90
1884,ecretsay,nay,19125,0.96
1885,ebtday,nay,19506,0.94
1886,areray,jay,18978,0.97
1887,ishay,pay,19663,0.93
1888,anktay,nay,19158,0.95
1889,ursenay,nay,19385,0.94
1890,overagecay,nay,19522,0.94
1891,oppositionay,nay,19847,0.92
1892,asideay,ray,19056,0.96
1893,anywhereay,ray,18970,0.96
1894,ondbay,nay,19856,0.92
1895,ilefay,vay,19416,0.94
1896,easureplay,nay,19099,0.96
1897,astermay,nay,18880,0.96
1898,eraay,nay,19209,0.95
1899,equirementray,nay,20358,0.89
1900,eckchay,nay,18764,0.97
1901,andstay,nay,18910,0.96
1902,unfay,nay,18984,0.96
1903,expectationay,nay,19603,0.92
1904,ingay,nay,19028,0.95
1905,eparatesay,jay,19064,0.95
1906,ownay,cay,19126,0.95
1907,earclay,vay,19013,0.95
1908,ugglestray,nay,19014,0.95
1909,eanmay,jay,19792,0.91
1910,omewhatsay,ray,18801,0.96
1911,ourpay,vay,19300,0.93
1912,irstay,vay,20174,0.89
1913,udgmentjay,nay,19315,0.93
1914,eanclay,vay,18766,0.96
1915,exceptay,cay,18857,0.95
1916,eerbay,nay,19349,0.93
1917,Englishay,nay,18719,0.96
1918,eferenceray,nay,19559,0.92
1919,eartay,nay,19819,0.90
1920,oubtday,nay,18542,0.97
1921,antgray,vay,18598,0.96
1922,eriouslysay,ray,18328,0.98
1923,accountay,vay,19403,0.92
1924,inistermay,nay,19154,0.93
1925,otallytay,ray,18720,0.95
1926,erohay,nay,18348,0.97
1927,industrialay,jay,19413,0.92
1928,oudclay,nay,19214,0.92
1929,etchstray,vay,19014,0.93
1930,inneray,nay,19216,0.92
1931,olumevay,nay,18989,0.93
1932,aveltray,nay,18634,0.95
1933,eedsay,nay,19079,0.93
1934,urprisedsay,jay,18822,0.94
1935,estray,vay,18915,0.94
1936,ashionfay,nay,18483,0.96
1937,epperpay,nay,20220,0.87
1938,eparatesay,vay,18251,0.97
1939,usybay,jay,18500,0.95
1940,interventionay,nay,21021,0.84
1941,opycay,nay,18244,0.97
1942,iptay,nay,18868,0.93
1943,elowbay,iay,18353,0.96
1944,eapchay,jay,18371,0.96
1945,aimay,vay,18194,0.97
1946,itecay,vay,19011,0.93
1947,elfareay,nay,19580,0.90
1948,egetablevay,nay,19363,0.91
1949,aygray,jay,19408,0.90
1950,ishday,nay,18887,0.93
1951,eachbay,nay,18451,0.95
1952,improvementay,nay,18977,0.92
1953,everywhereay,ray,18126,0.96
1954,openingay,nay,18058,0.97
1955,overallay,jay,19031,0.92
1956,ivideday,vay,18337,0.95
1957,initialay,jay,19019,0.92
1958,erribletay,jay,18659,0.93
1959,opposeay,vay,18484,0.94
1960,ontemporarycay,jay,19293,0.90
1961,outeray,nay,18313,0.95
1962,ultiplemay,jay,19512,0.89
1963,essentialay,jay,19030,0.91
1964,estionquay,vay,17924,0.97
1965,eaguelay,nay,19766,0.88
1966,iminalcray,jay,18424,0.94
1967,arefulcay,jay,17885,0.97
1968,orecay,nay,18571,0.93
1969,upperay,jay,18196,0.95
1970,ushray,vay,18561,0.93
1971,ecessarilynay,ray,18334,0.94
1972,ecificallyspay,ray,18873,0.92
1973,iredtay,jay,18597,0.93
1974,iseray,nay,18055,0.96
1975,ietay,nay,17787,0.97
1976,employay,vay,18912,0.91
1977,olidayhay,nay,18299,0.94
1978,anceday,vay,18263,0.94
1979,astvay,jay,17836,0.96
1980,esolutionray,nay,18922,0.91
1981,ouseholdhay,nay,18450,0.93
1982,ewerfay,day,18223,0.94
1983,abortionay,nay,18925,0.91
1984,apartay,ray,17872,0.96
1985,itnessay,nay,18920,0.91
1986,atchmay,vay,17788,0.97
1987,arelybay,ray,18533,0.93
1988,ectorsay,nay,19103,0.90
1989,epresentativeray,nay,18189,0.94
1990,acklay,vay,18215,0.94
1991,eneathbay,iay,19047,0.90
1992,esidebay,iay,19952,0.86
1993,ackblay,nay,18441,0.93
1994,incidentay,nay,17880,0.96
1995,imitedlay,jay,18532,0.92
1996,oudpray,jay,17841,0.96
1997,owflay,nay,18469,0.92
1998,acultyfay,nay,20104,0.85
1999,increaseday,jay,18984,0.90
2000,asteay,nay,19069,0.89
2001,erelymay,ray,18094,0.94
2002,assmay,nay,18107,0.94
2003,emphasizeay,vay,18933,0.90
2004,experimentay,nay,18440,0.92
2005,efinitelyday,ray,18214,0.93
2006,ombbay,nay,18284,0.93
2007,enormousay,jay,17482,0.97
2008,onetay,nay,17954,0.95
2009,iberallay,jay,18228,0.93
2010,assivemay,jay,17551,0.97
2011,engineeray,nay,17991,0.94
2012,eelwhay,nay,18296,0.93
2013,emalefay,nay,18932,0.90
2014,eclineday,vay,18058,0.94
2015,investay,vay,18080,0.94
2016,omisepray,nay,17342,0.98
2017,ablecay,nay,18277,0.93
2018,owardstay,iay,18305,0.93
2019,exposeay,vay,17581,0.96
2020,uralray,jay,18665,0.91
2021,AIDSay,nay,19384,0.87
2022,Ewjay,nay,17893,0.95
2023,arrownay,jay,17840,0.95
2024,eamcray,nay,18443,0.92
2025,ecretarysay,nay,17922,0.94
2026,ategay,nay,17999,0.94
2027,olidsay,jay,17675,0.96
2028,illhay,nay,18131,0.93
2029,ypicallytay,ray,18254,0.92
2030,oisenay,nay,18024,0.93
2031,assgray,nay,18139,0.93
2032,unfortunatelyay,ray,17482,0.96
2033,athay,nay,18198,0.92
2034,egislationlay,nay,17934,0.94
2035,ucceedsay,vay,17423,0.96
2036,eitheray,day,17257,0.97
2037,elebratecay,vay,17421,0.96
2038,achievementay,nay,18998,0.88
2039,ishingfay,nay,18103,0.93
2040,inkdray,nay,18227,0.92
2041,accuseay,vay,17778,0.94
2042,andhay,vay,18231,0.92
2043,usefulay,jay,18205,0.92
2044,andlay,vay,17401,0.96
2045,ecretsay,jay,17305,0.96
2046,ejectray,vay,17656,0.94
2047,alenttay,nay,17474,0.95
2048,astetay,nay,17409,0.96
2049,aracteristicchay,nay,19621,0.85
2050,ilkmay,nay,17812,0.93
2051,escapeay,vay,17195,0.97
2052,astcay,vay,17163,0.97
2053,entencesay,nay,17162,0.97
2054,unusualay,jay,16997,0.97
2055,oselyclay,ray,17220,0.96
2056,onvincecay,vay,16948,0.98
2057,eighthay,nay,17403,0.95
2058,ysicianphay,nay,17707,0.93
2059,assessay,vay,19220,0.86
2060,eepslay,nay,17882,0.92
2061,entyplay,pay,17445,0.95
2062,ideray,nay,17654,0.93
2063,irtuallyvay,ray,17426,0.94
2064,irstfay,ray,17332,0.95
2065,additionay,iay,17641,0.93
2066,arpshay,jay,17403,0.94
2067,eativecray,jay,17597,0.93
2068,owerlay,vay,17206,0.95
2069,ehindbay,ray,17347,0.95
2070,approveay,vay,17329,0.95
2071,explanationay,nay,17712,0.92
2072,outsideay,jay,16797,0.97
2073,aygay,jay,17428,0.94
2074,ampuscay,nay,17541,0.93
2075,operpray,jay,17024,0.96
2076,ivelay,jay,17365,0.94
2077,uiltygay,jay,17596,0.93
2078,ivinglay,jay,16823,0.97
2079,acquireay,vay,17435,0.93
2080,ompetecay,vay,17264,0.94
2081,echnicaltay,jay,17594,0.92
2082,usplay,iay,17202,0.94
2083,indmay,vay,17378,0.93
2084,otentialpay,nay,17523,0.92
2085,immigrantay,nay,17615,0.92
2086,eakay,jay,16628,0.97
2087,illegalay,jay,17258,0.94
2088,ihay,uay,18910,0.85
2089,alternativeay,nay,17197,0.94
2090,interactionay,nay,19144,0.84
2091,olumncay,nay,16810,0.96
2092,ersonalitypay,nay,16933,0.95
2093,ignalsay,nay,16835,0.95
2094,urriculumcay,nay,19193,0.84
2095,istlay,vay,17006,0.94
2096,onorhay,nay,16686,0.96
2097,assengerpay,nay,16933,0.95
2098,assistanceay,nay,17396,0.92
2099,oreverfay,ray,16890,0.95
2100,unfay,jay,16932,0.94
2101,egardray,vay,16890,0.94
2102,Israeliay,jay,17967,0.89
2103,associationay,nay,17759,0.90
2104,entytay,may,17491,0.91
2105,ockknay,vay,17146,0.93
2106,eviewray,vay,16916,0.94
2107,apwray,vay,17073,0.93
2108,ablay,nay,16498,0.96
2109,offeray,nay,16612,0.95
2110,isplayday,vay,16806,0.94
2111,iticismcray,nay,17049,0.93
2112,assetay,nay,16977,0.93
2113,epressionday,nay,16976,0.93
2114,iritualspay,jay,17074,0.92
2115,usicalmay,jay,16931,0.93
2116,ournalistjay,nay,16858,0.93
2117,ayerpray,nay,16296,0.97
2118,uspectsay,vay,16194,0.97
2119,olarschay,nay,17482,0.90
2120,arningay,nay,16205,0.97
2121,imateclay,nay,17189,0.91
2122,eesechay,nay,17416,0.90
2123,observationay,nay,17500,0.90
2124,ildhoodchay,nay,16268,0.96
2125,aymentpay,nay,16704,0.94
2126,irsay,nay,17733,0.88
2127,ermitpay,vay,16764,0.93
2128,igarettecay,nay,17160,0.91
2129,efinitionday,nay,17499,0.89
2130,ioritypray,nay,16586,0.94
2131,eadbray,nay,16686,0.94
2132,eationcray,nay,16967,0.92
2133,aduategray,nay,16803,0.93
2134,equestray,nay,16241,0.96
2135,emotionay,nay,16062,0.97
2136,eamscray,vay,17342,0.90
2137,amaticdray,jay,16233,0.96
2138,universeay,nay,16596,0.94
2139,apgay,nay,16216,0.96
2140,excellentay,jay,16094,0.96
2141,eeplyday,ray,15848,0.98
2142,osecutorpray,nay,17260,0.90
2143,arkmay,nay,15973,0.97
2144,eengray,nay,16776,0.92
2145,uckylay,jay,16550,0.94
2146,agdray,vay,16685,0.93
2147,airlineay,nay,17164,0.90
2148,ibrarylay,nay,16314,0.95
2149,agendaay,nay,16449,0.94
2150,ecoverray,vay,15786,0.98
2151,actoryfay,nay,16240,0.95
2152,electionsay,nay,16706,0.92
2153,imarilypray,ray,17015,0.91
2154,oofray,nay,16520,0.93
2155,unableay,jay,15901,0.97
2156,expenseay,nay,16274,0.94
2157,initiativeay,nay,16445,0.93
2158,ietday,nay,16933,0.90
2159,arrestay,vay,16205,0.94
2160,undingfay,nay,16282,0.94
2161,erapythay,nay,16351,0.93
2162,ashay,vay,16314,0.93
2163,eduleschay,nay,15987,0.95
2164,adsay,jay,16163,0.94
2165,iefbray,jay,15770,0.96
2166,ousinghay,nay,16403,0.93
2167,ostpay,nay,15693,0.97
2168,urchasepay,vay,16064,0.94
2169,existingay,jay,16654,0.91
2170,arkday,nay,16865,0.90
2171,eelstay,nay,15982,0.95
2172,egardingray,iay,17220,0.88
2173,outshay,vay,17239,0.88
2174,emainingray,jay,15992,0.95
2175,isualvay,jay,17316,0.87
2176,airlyfay,ray,15701,0.96
2177,ipchay,nay,16162,0.94
2178,iolentvay,jay,15765,0.96
2179,ilentsay,jay,16802,0.90
2180,upposesay,vay,16562,0.91
2181,elfsay,nay,16708,0.90
2182,ikebay,nay,17306,0.87
2183,eatay,nay,16373,0.92
2184,erceivepay,vay,17180,0.88
2185,omparisoncay,nay,16809,0.90
2186,ettlementsay,nay,16172,0.93
2187,ayerlay,nay,16250,0.92
2188,anningplay,nay,16434,0.91
2189,arfay,cay,16006,0.94
2190,escriptionday,nay,16415,0.91
2191,aterlay,jay,15734,0.95
2192,owslay,vay,15633,0.96
2193,ideslay,vay,16805,0.89
2194,idelyay,ray,16000,0.93
2195,eddingay,nay,15829,0.94
2196,informay,vay,15725,0.95
2197,ortionpay,nay,15677,0.95
2198,erritorytay,nay,15831,0.94
2199,immediateay,jay,15680,0.95
2200,opponentay,nay,15803,0.94
2201,abandonay,vay,15323,0.97
2202,inklay,nay,15738,0.94
2203,assmay,jay,15939,0.93
2204,akelay,nay,15836,0.94
2205,ansformtray,vay,15815,0.94
2206,ensiontay,nay,15614,0.95
2207,isplayday,nay,15575,0.95
2208,eadinglay,jay,15665,0.95
2209,otherbay,vay,15870,0.94
2210,onsistcay,vay,16648,0.89
2211,alcoholay,nay,15877,0.93
2212,enableay,vay,16293,0.91
2213,endbay,vay,16285,0.91
2214,avingsay,nay,15917,0.93
2215,aingay,nay,15822,0.94
2216,esertday,nay,15653,0.94
2217,allshay,vay,15997,0.92
2218,erroray,nay,15980,0.93
2219,eleaseray,nay,15540,0.95
2220,opcay,nay,16228,0.91
2221,Arabay,jay,16732,0.88
2222,oubleday,jay,15233,0.97
2223,alkay,nay,15632,0.94
2224,andsay,nay,15658,0.94
2225,Anishspay,jay,15512,0.95
2226,uleray,vay,15310,0.96
2227,ithay,nay,15766,0.93
2228,intpray,nay,15634,0.94
2229,eservepray,vay,15527,0.95
2230,assagepay,nay,15702,0.93
2231,ormalfay,jay,16078,0.91
2232,ansitiontray,nay,16058,0.91
2233,existenceay,nay,15969,0.92
2234,albumay,nay,15869,0.92
2235,articipationpay,nay,17187,0.85
2236,arrangeay,vay,15258,0.96
2237,atmosphereay,nay,15310,0.95
2238,ointjay,jay,15444,0.95
2239,eplyray,vay,16312,0.89
2240,yclecay,nay,15775,0.93
2241,oppositeay,jay,15554,0.94
2242,ocklay,vay,15616,0.93
2243,olewhay,nay,15558,0.94
2244,eserveday,vay,14944,0.97
2245,onsistentcay,jay,16334,0.89
2246,esistanceray,nay,15686,0.93
2247,iscoveryday,nay,15358,0.95
2248,eartay,vay,15575,0.93
2249,exposureay,nay,15979,0.91
2250,osepay,vay,15230,0.95
2251,eamstray,nay,15400,0.94
2252,alesay,nay,15351,0.94
2253,usttray,nay,15170,0.96
2254,enefitbay,vay,15424,0.94
2255,otpay,nay,15407,0.94
2256,andgray,jay,15659,0.93
2257,inemay,pay,15794,0.92
2258,ellohay,uay,16600,0.87
2259,oalitioncay,nay,15720,0.92
2260,aletay,nay,15004,0.97
2261,ifeknay,nay,15792,0.92
2262,esolveray,vay,15260,0.95
2263,acialray,jay,15687,0.92
2264,asephay,nay,16045,0.90
2265,esentpray,nay,15267,0.95
2266,okejay,nay,15284,0.95
2267,oatcay,nay,16010,0.90
2268,Exicanmay,jay,15514,0.93
2269,ymptomsay,nay,15886,0.91
2270,ontactcay,vay,15359,0.94
2271,anufacturermay,nay,15741,0.92
2272,ilosophyphay,nay,15746,0.92
2273,otatopay,nay,15561,0.93
2274,intervieway,vay,15687,0.92
2275,oundationfay,nay,15273,0.94
2276,otequay,vay,15415,0.93
2277,onlineay,jay,15848,0.91
2278,asspay,nay,15599,0.92
2279,egotiationnay,nay,15680,0.92
2280,oodgay,nay,15259,0.94
2281,urgeay,vay,14894,0.96
2282,occasionay,nay,14792,0.97
2283,ustday,nay,15475,0.93
2284,eathebray,vay,15813,0.91
2285,electay,vay,15350,0.93
2286,investigatoray,nay,15258,0.94
2287,acketjay,nay,15692,0.91
2288,adglay,jay,15556,0.92
2289,ordinaryay,jay,14776,0.97
2290,eductionray,nay,15862,0.90
2291,arelyray,ray,14912,0.96
2292,iftshay,nay,15114,0.94
2293,ackpay,vay,15169,0.94
2294,uicidesay,nay,15145,0.94
2295,umerousnay,jay,15389,0.93
2296,ouchtay,nay,14939,0.95
2297,ubstancesay,nay,15909,0.89
2298,isciplineday,nay,15684,0.91
2299,elsewhereay,ray,14884,0.95
2300,ironay,nay,15043,0.94
2301,acticalpray,jay,15303,0.93
2302,oreovermay,ray,16163,0.88
2303,assionpay,nay,14632,0.97
2304,olunteervay,nay,14958,0.95
2305,implementay,vay,16124,0.88
2306,essentiallyay,ray,15020,0.94
2307,enegay,nay,15377,0.92
2308,enforcementay,nay,15052,0.94
2309,vsay,iay,16003,0.88
2310,aucesay,nay,15903,0.88
2311,independenceay,nay,15259,0.92
2312,arketingmay,nay,15259,0.92
2313,iestpray,nay,14889,0.94
2314,amazingay,jay,15124,0.93
2315,intenseay,jay,14452,0.97
2316,advanceay,nay,14645,0.96
2317,employeray,nay,14846,0.94
2318,ockshay,nay,14551,0.96
2319,inspireay,vay,14771,0.95
2320,adjustay,vay,14564,0.96
2321,etireray,vay,14979,0.93
2322,uresay,ray,14854,0.94
2323,isiblevay,jay,14691,0.95
2324,isskay,vay,16128,0.87
2325,illnessay,nay,14726,0.95
2326,apcay,nay,14672,0.95
2327,abithay,nay,14501,0.96
2328,ompetitivecay,jay,14938,0.93
2329,uicejay,nay,15388,0.90
2330,ongressionalcay,jay,14936,0.93
2331,involvementay,nay,15640,0.89
2332,ominateday,vay,14768,0.94
2333,eviouslypray,ray,15092,0.92
2334,eneverwhay,ray,14484,0.96
2335,ansfertray,vay,14686,0.95
2336,analyzeay,vay,15587,0.89
2337,anotheray,pay,14441,0.96
2338,attachay,vay,14552,0.95
2339,orfay,cay,14594,0.95
2340,Indianay,nay,15021,0.92
2341,isasterday,nay,14684,0.95
2342,arkingpay,nay,14970,0.93
2343,ospectpray,nay,14521,0.95
2344,ossbay,nay,14587,0.95
2345,omplaintcay,nay,14551,0.95
2346,ampionshipchay,nay,16008,0.86
2347,oachcay,vay,15910,0.87
2348,exerciseay,vay,14766,0.94
2349,undamentalfay,jay,15199,0.91
2350,everesay,jay,14609,0.95
2351,enhanceay,vay,15393,0.90
2352,ysterymay,nay,14211,0.97
2353,imposeay,vay,14881,0.93
2354,overtypay,nay,14891,0.93
2355,otheray,iay,14165,0.97
2356,entryay,nay,14643,0.94
2357,atfay,jay,14826,0.93
2358,endingspay,nay,14965,0.92
2359,ingkay,nay,14445,0.95
2360,evaluateay,vay,15780,0.87
2361,ymbolsay,nay,14596,0.94
2362,illstay,jay,14308,0.96
2363,adetray,vay,14624,0.94
2364,akermay,nay,14586,0.94
2365,oodmay,nay,14227,0.96
2366,accomplishay,vay,14325,0.96
2367,emphasisay,nay,15337,0.89
2368,illustrateay,vay,15091,0.91
2369,ootbay,nay,15033,0.91
2370,onitormay,vay,14499,0.94
2371,Asianay,jay,14873,0.92
2372,entertainmentay,nay,14615,0.94
2373,eanbay,nay,14996,0.91
2374,evaluationay,nay,16213,0.84
2375,eaturecray,nay,14852,0.92
2376,ommandercay,nay,14425,0.94
2377,igitalday,jay,15048,0.90
2378,arrangementay,nay,14403,0.94
2379,oncentratecay,vay,14155,0.96
2380,otaltay,nay,14559,0.93
2381,usualay,jay,14305,0.95
2382,angeray,nay,14241,0.95
2383,ychologicalpsay,jay,15249,0.89
2384,eavilyhay,ray,13964,0.97
2385,eakpay,nay,14481,0.94
2386,approximatelyay,ray,15172,0.89
2387,increasingay,jay,14886,0.91
2388,isorderday,nay,14780,0.92
2389,issilemay,nay,15147,0.89
